Date,Local Authority,National Lockdown,Circuit Breaker,Local Restrictions,All Schools Closed,Pfizer Vaccine Approved,Astrazeneca Vaccine Approved,Moderna Vaccine Approved,Pfizer Vaccine Rollout,Astrazeneca Vaccine Rollout,Moderna Vaccine Rollout,Second Dose Rollout,Booster Vaccine Rollout,Vaccines Available 80+,Vaccines Available 70+,Vaccines Available 60+,Vaccines Available 50+,Vaccines Available 40+,Vaccines Available 30+,Vaccines Available 20+,Vaccines Available 18+
2021-03-16,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-17,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-18,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-19,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-20,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-21,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-22,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-23,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-24,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-25,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-26,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-27,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-28,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-29,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-30,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-03-31,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-04-01,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-04-02,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-04-03,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-04-04,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-04-05,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-04-06,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-04-07,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
2021-04-08,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
2021-04-09,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
2021-04-10,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
2021-04-11,Ards and North Down,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
2021-04-12,Ards and North Down,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
2021-04-13,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-14,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-15,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-16,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-17,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-18,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-19,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-20,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-21,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-22,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-23,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-24,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-25,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-26,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-27,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-28,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-29,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
2021-04-30,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-01,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-02,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-03,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-04,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-05,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-06,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-07,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-08,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-09,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-10,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-11,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-12,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-13,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-14,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-15,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-16,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-17,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-18,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-19,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-20,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-21,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-22,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-23,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-24,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-25,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-26,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2021-05-27,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-05-28,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-05-29,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-05-30,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-05-31,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-01,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-02,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-03,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-04,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-05,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-06,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-07,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-08,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-09,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-10,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-11,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-12,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-13,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-14,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-15,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-16,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-17,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-18,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-19,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-20,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-21,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-22,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-23,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-24,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-25,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-26,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-27,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-28,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-29,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-06-30,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-01,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-02,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-03,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-04,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-05,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-06,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-07,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-08,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-09,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-10,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-11,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-12,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-13,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-14,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-15,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-16,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-17,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-18,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-19,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-20,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-21,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-22,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-23,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-24,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-25,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-26,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-27,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-28,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-29,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-30,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-07-31,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-01,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-02,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-03,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-04,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-05,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-06,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-07,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-08,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-09,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-10,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-11,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-12,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-13,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-14,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-15,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-16,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-17,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-18,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-19,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-20,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-21,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-22,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-23,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-24,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-25,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-26,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-27,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-28,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-29,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-30,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-08-31,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-01,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-02,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-03,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-04,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-05,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-06,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-07,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-08,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-09,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-10,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-11,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-12,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-13,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-14,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-15,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2021-09-16,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-17,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-18,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-19,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-20,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-21,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-22,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-23,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-24,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-25,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-26,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-27,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-28,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-29,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09-30,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-01,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-02,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-03,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-04,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-05,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-06,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-07,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-08,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-09,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-10,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-11,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-12,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-13,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-14,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-15,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-16,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-17,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-18,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-19,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-20,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-21,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-22,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-23,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-24,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-25,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-26,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-27,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-28,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-29,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-30,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10-31,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-01,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-02,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-03,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-04,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-05,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-06,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-07,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-08,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-09,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-10,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-11,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-12,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-13,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-14,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-15,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-16,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-17,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-18,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-19,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11-20,Ards and North Down,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
